Thẻ,Loại,Cấp,Thành phần,Giống Kanji,Onyomi,Kunyomi,Nanori,Đọc Chính,Đọc,Nghĩa Chính,Nghĩa Phụ
値,kanji,32,"⺅,直","治,知,置",ち,"ね, あたい",,ち,"ち, ね, あたい",Giá Trị,Trị
倫,kanji,57,"⺅,𠆢,一,冊",,りん,,,りん,りん,Luân Lý,Luân
倹,kanji,58,"⺅,㑒","験,検,険,剣,鹸",けん,つま,,けん,"けん, つま",Tiết Kiệm,Kiệm
偉,kanji,63,"⺅,韋","違,位,囲,為",い,えら,,い,"い, えら",Giỏi,Vĩ
偏,kanji,61,"⺅,戸,冊","遍,編",へん,かたよ,,へん,"へん, かたよ",Nghiêng,Lệch
停,kanji,29,"⺅,高,丁",,てい,,,てい,てい,Dừng,Đình
健,kanji,27,"⺅,建",,けん,,,けん,けん,Lành Mạnh,
側,kanji,58,"⺅,則",測,そく,"がわ, そば",,がわ,"がわ, そば, そく",Bên,"Phía, Bên Cạnh"
偵,kanji,58,"⺅,ト,貝",,てい,,,てい,てい,Thám Tử,
偶,kanji,31,"⺅,田,冂,ム","遇,隅",ぐう,たま,,ぐう,"ぐう, たま",Tình Cờ,Ngẫu
偽,kanji,34,"⺅,為",疑,ぎ,にせ,,ぎ,"ぎ, にせ",Giả,Ngụy
傍,kanji,65,"⺅,立,方",,ぼう,"かたわ, そば",,ぼう,"ぼう, かたわ, そば",Bên Cạnh,
傑,kanji,67,"⺅,舛,木","決,結,潔",けつ,,,けつ,けつ,Kiệt Tác,Kiệt
傘,kanji,65,"𠆢,人,十",,さん,かさ,,かさ,"かさ, さん",Ô,
備,kanji,37,"⺅,艹,厂,用",,び,そな,,び,"び, そな",Chuẩn Bị,Bị
催,kanji,52,"⺅,山,隹",,さい,もよお,,さい,"さい, もよお",Tổ Chức,
傷,kanji,36,"⺅,𠂉,易",,しょう,"きず, いた",,しょう,"しょう, きず, いた",Vết Thương,
傾,kanji,66,"化,頁",,けい,かたむ,,けい,"けい, かたむ",Nghiêng,Khuynh
働,kanji,22,"⺅,動",,どう,はたら,,どう,"どう, はたら",Làm Việc,Động
像,kanji,28,"⺅,象",,ぞう,,,ぞう,ぞう,Tượng,
僕,kanji,56,"⺅,業",撲,ぼく,,,ぼく,ぼく,Tôi,Tớ
僚,kanji,63,"⺅,癶,日,小","療,寮",りょう,,,りょう,りょう,Đồng Nghiệp,Quan Chức
僧,kanji,54,"⺅,丷,田,日","憎,贈,増,層",そう,,,そう,そう,Sư,Tăng
儀,kanji,55,"⺅,義","議,犠",ぎ,,,ぎ,ぎ,Nghi Lễ,Nghi
億,kanji,57,"⺅,意",憶,おく,,,おく,おく,Trăm Triệu,
償,kanji,60,"⺅,賞",,しょう,つぐな,,しょう,"しょう, つぐな",Bồi Thường,Thường
優,kanji,24,"⺅,百,愛",,ゆう,"やさ, すぐ",,ゆう,"ゆう, やさ, すぐ",Xuất Sắc,Ưu
儲,kanji,70,"⺅,諸",,,"もう, もうけ",,もう,"もう, もうけ",Có Lãi,
元,kanji,7,"二,儿","言,原,厳","げん, がん",もと,,げん,"げん, がん, もと",Gốc,"Nguyên, Cựu"
兄,kanji,1,"口,儿","凶,恐,興",きょう,"あに, にい",,きょう,"きょう, あに, にい",Anh Trai,Huynh
充,kanji,29,"亠,ム,儿",,じゅう,,,じゅう,じゅう,Bổ Sung,Sung
兆,kanji,35,"丷,丿,L",潮,ちょう,きざ,,ちょう,"ちょう, きざ",Dấu Hiệu,Triệu
先,kanji,11,"丿,土,儿",失,せん,"さき, ま",,せん,"せん, さき, ま",Trước,Tiên
光,kanji,19,"⺌,一,儿",広,こう,"ひかり, ひか",,こう,"こう, ひかり, ひか",Ánh Sáng,Quang
克,kanji,43,"古,儿","刻,酷",こく,,,こく,こく,Khắc Phục,Khắc
免,kanji,19,免,,めん,まぬが,,めん,"めん, まぬが",Miễn,
児,kanji,39,"丨,日,儿",,じ,,,じ,じ,Nhi Đồng,Nhi
党,kanji,55,"𭕄,冖,兄","堂,灯,等,登",とう,,,とう,とう,Đảng,
入,kanji,2,入,人,にゅう,"はい, い",,にゅう,"にゅう, はい, い",Vào,Nhập
全,kanji,6,"𠆢,王",金,ぜん,"すべ, まった",,ぜん,"ぜん, すべ, まった",Hoàn Toàn,"Toàn, Tất Cả"
八,kanji,1,ハ,,はち,"や, よう",,はち,"はち, や, よう",Tám,Bát
公,kanji,5,"ハ,ム",工,こう,,,こう,こう,Công Cộng,Công
六,kanji,1,"亠,ハ","穴,緑,録",ろく,む,,ろく,"ろく, む",Sáu,Lục
共,kanji,20,"艹,一,ハ",,きょう,とも,,きょう,"きょう, とも",Cùng,
兵,kanji,39,"丘,ハ",平,"へい, ひょう",,,へい,"へい, ひょう",Lính,Binh
具,kanji,11,"目,一,ハ",,ぐ,,,ぐ,ぐ,Dụng Cụ,Cụ
典,kanji,17,"曲,ハ",点,てん,,,てん,てん,Điển Hình,Điển
内,kanji,6,"冂,人",,ない,うち,,ない,"ない, うち",Trong,Nội
円,kanji,1,"冂,亠",宴,えん,まる,,えん,"えん, まる",Yên,Tròn
冊,kanji,26,冊,"札,刷",さつ,,,さつ,さつ,Sách,
再,kanji,11,"王,冂","才,災,財","さ, さい",ふたた,,さ,"さ, さい, ふたた",Lại,Tái
冒,kanji,52,"日,目","胃,暴",ぼう,おか,,ぼう,"ぼう, おか",Mạo Hiểm,Mạo
冗,kanji,33,"冖,几",,じょう,,,じょう,じょう,Đùa,
写,kanji,15,"冖,𠂉,𠃌,一",謝,しゃ,うつ,,しゃ,"しゃ, うつ",Sao Chép,Tả
冬,kanji,8,"夂,二",東,とう,ふゆ,,ふゆ,"ふゆ, とう",Đông,
冷,kanji,20,"冫,令","齢,零,霊",れい,"つめ, ひ, さ",,れい,"れい, つめ, ひ, さ",Lạnh,
凄,kanji,18,"冫,妻",,,"すご, すさ",,すご,"すご, すさ",Tuyệt,Kinh Khủng
凍,kanji,37,"冫,東",,とう,"こお, こご",,とう,"とう, こお, こご",Đóng Băng,Đông
凝,kanji,48,"冫,疑",擬,ぎょう,"こ, こご",,ぎょう,"ぎょう, こ, こご",Cứng Đờ,
凡,kanji,5,"几,丶",,ぼん,"およ, あら",,ぼん,"ぼん, およ, あら",Bình Thường,Phàm
処,kanji,33,"夂,几",書,しょ,ところ,,しょ,"しょ, ところ",Xử Lý,Xử
凶,kanji,6,"凵,メ","区,兄,恐,興",きょう,,,きょう,きょう,Hung Ác,Hung
凸,kanji,34,凸,,とつ,でこ,,とつ,"とつ, でこ",Lồi,
凹,kanji,34,凹,,おう,"へこ, ぼこ",,おう,"おう, へこ, ぼこ",Lõm,Móp
出,kanji,2,山,,しゅつ,"で, だ",,で,"で, だ, しゅつ",Lối Ra,"Xuất, Xuất Hiện"
刀,kanji,4,刀,"逃,島,倒,盗",とう,かたな,,かたな,"かたな, とう",Kiếm,"Đao, Katana"
刃,kanji,10,"刀,丶",,,"は, やいば",,は,"は, やいば",Lưỡi Dao,
分,kanji,4,"ハ,刀",,"ふん, ぶん, ぶ",わ,,ふん,"ふん, ぶん, ぶ, わ",Phần,Phân
切,kanji,13,"七,刀","説,節,設,接",せつ,き,,せつ,"せつ, き",Cắt,Thiết
刈,kanji,33,"メ,刂",,,か,,か,か,Cắt,Tỉa
刊,kanji,34,"干,刂","刑,肝",かん,,,かん,かん,Phát Hành,
刑,kanji,37,"开,刂","刊,型,形",けい,,,けい,けい,Hình Phạt,Hình
列,kanji,24,"歹,刂",劣,れつ,,,れつ,れつ,Hàng,
初,kanji,9,"ネ,刀","所,署",しょ,"はじ, はつ",,しょ,"しょ, はじ, はつ",Lần Đầu,Sơ
判,kanji,38,"半,刂","反,犯,範","はん, ばん",,,はん,"はん, ばん",Phán,
別,kanji,16,"口,刀,刂",蔑,べつ,わか,,べつ,"べつ, わか",Riêng,"Biệt, Khác"
利,kanji,18,"禾,刂",,り,き,,り,"り, き",Lợi,
到,kanji,43,"至,刂","倒,致",とう,,,とう,とう,Đến Nơi,Đạt Được
制,kanji,31,"牛,巾,刂","刺,世,勢,誓",せい,,,せい,せい,Chế Độ,Chế
刷,kanji,43,"尸,巾,刂","冊,札",さつ,す,,さつ,"さつ, す",In,
券,kanji,44,"关,分",,けん,,,けん,けん,Phiếu,Vé
刺,kanji,42,"木,冂,刂",制,し,さ,,さ,"さ, し",Đâm,
刻,kanji,43,"亥,刂","克,酷",こく,きざ,,こく,"こく, きざ",Khắc,
剃,kanji,29,"弟,刂",,,そ,,そ,そ,Cạo,
則,kanji,13,"貝,刂","速,即",そく,,,そく,そく,Quy Tắc,Tắc
削,kanji,20,"⺌,月,刂","策,索",さく,けず,,さく,"さく, けず",Cắt Giảm,Gọt
前,kanji,8,"丷,一,月,刂","然,禅,善",ぜん,まえ,,ぜん,"ぜん, まえ",Trước,Tiền
剖,kanji,57,"咅,刂",,ぼう,,,ぼう,ぼう,Giải Phẫu,Phẫu
剣,kanji,47,"㑒,刂","験,検,険,倹,鹸",けん,つるぎ,,けん,"けん, つるぎ",Kiếm,
剤,kanji,30,"斉,刂","済,斎",ざい,,,ざい,ざい,Chất,
副,kanji,20,"一,口,田,刂",福,ふく,,,ふく,ふく,Phụ,Phó
剰,kanji,62,"乗,刂",,じょう,,,じょう,じょう,Thừa,Thái Quá
割,kanji,25,"害,刂",,,"わり, わ",,わり,"わり, わ",Chia,
創,kanji,21,"倉,刂",爽,そう,,,そう,そう,Sáng Tạo,Sáng
劇,kanji,38,"虍,豕,刂","撃,激,戯",げき,,,げき,げき,Kịch,
力,kanji,2,力,九,"りょく, りき",ちから,,りょく,"りょく, りき, ちから",Lực,Sức Mạnh
功,kanji,35,"工,力",,こう,,,こう,こう,Thành Công,Công
加,kanji,30,"力,口",,か,くわ,,か,"か, くわ",Thêm,Gia
劣,kanji,37,"少,力","列,烈,裂",れつ,おと,,れつ,"れつ, おと",Kém Hơn,
助,kanji,17,"且,力",,じょ,"たす, すけ",,じょ,"じょ, たす, すけ",Cứu,"Trợ, Giúp"
努,kanji,39,"奴,力",怒,ど,つと,,ど,"ど, つと",Nỗ Lực,Nỗ
励,kanji,42,"厂,万,力","礼,隷,例",れい,はげ,,れい,"れい, はげ",Khích Lệ,Lệ
労,kanji,22,"𭕄,冖,力",老,ろう,いたわ,,ろう,"ろう, いたわ",Lao Động,Lao
効,kanji,44,"交,力",,こう,き,,こう,"こう, き",Có Hiệu Quả,Hiệu
勇,kanji,46,"マ,男",融,ゆう,いさ,,ゆう,"ゆう, いさ",Dũng Mãnh,Dũng
勉,kanji,19,"免,力",,べん,,,べん,べん,Học Tập,Siêng Năng
動,kanji,18,"重,力","同,童",どう,うご,,どう,"どう, うご",Di Chuyển,Động
勘,kanji,61,"甘,匚,儿,力",,かん,,,かん,かん,Linh Cảm,Trực Giác
務,kanji,32,"矛,夂,力",無,む,つと,,む,"む, つと",Đảm Nhiệm,Vụ
勝,kanji,18,"月,关,力",,しょう,か,,しょう,"しょう, か",Thắng,
募,kanji,49,"莫,力","暮,墓,模",ぼ,つの,,ぼ,"ぼ, つの",Chiêu Mộ,Mộ
勢,kanji,36,"坴,丸,力","税,世,制,誓","せい, ぜい",いきお,,せい,"せい, ぜい, いきお",Đà,Thế
勤,kanji,32,"艹,口,生,力","近,禁",きん,つと,,きん,"きん, つと",Làm Việc,Cần
勧,kanji,42,"矢,隹,力","観,歓",かん,すす,,かん,"かん, すす",Đề Xuất,Khuyến
勿,kanji,26,"勹,丿",,もち,,,もち,もち,Không,
匂,kanji,26,"勹,匕",,,にお,,にお,にお,Mùi,
包,kanji,12,"勹,己",報,ほう,"つつ, くる",,ほう,"ほう, つつ, くる",Bọc,Bao
化,kanji,5,"⺅,匕",火,か,ば,,か,"か, ば",Biến Hóa,Hóa
北,kanji,5,"冫,丨,匕",,ほく,きた,,ほく,"ほく, きた",Hướng Bắc,Bắc
匠,kanji,29,"匚,斤",,しょう,,,しょう,しょう,Sư Phụ,
匹,kanji,19,"匚,儿",四,,ひき,,ひき,ひき,Hiki,Đếm Con Vật Nhỏ
区,kanji,4,"匚,メ",凶,く,,,く,く,Khu,
医,kanji,16,"匚,矢",,い,,,い,い,Y Tế,Y
匿,kanji,58,"匚,艹,右",,とく,かくま,,とく,"とく, かくま",Ẩn,Nặc
十,kanji,1,十,,じゅう,とお,,じゅう,"じゅう, とお",Mười,Thập
千,kanji,1,"一,十",干,せん,ち,,せん,"せん, ち",Nghìn,Thiên
午,kanji,8,"丿,干",牛,ご,,,ご,ご,Trưa,
半,kanji,13,"⺌,干","販,班,版",はん,なか,,はん,"はん, なか",Nửa,Bán
卒,kanji,17,"亠,人,十",,そつ,,,そつ,そつ,Tốt Nghiệp,Tốt
卓,kanji,29,"ト,早","宅,託,濯",たく,,,たく,たく,Bàn,
協,kanji,42,"十,力",,きょう,,,きょう,きょう,Chung Sức,Hiệp
南,kanji,15,"十,冂,丷,干",,なん,みなみ,,なん,"なん, みなみ",Hướng Nam,Nam
単,kanji,28,"𭕄,田,十",巣,たん,,,たん,たん,Đơn Giản,Đơn
博,kanji,41,"十,丶,田,寸","縛,薄",はく,,,はく,はく,Tiến Sĩ,
占,kanji,24,"ト,口",戦,せん,"うらな, し",,せん,"せん, うらな, し",Chiếm,
印,kanji,14,"丨,三,卩","飲,陰",いん,しるし,,いん,"いん, しるし",Dấu,Ấn
危,kanji,32,"勹,厂,卩",厄,き,"あぶ, あや",,き,"き, あぶ, あや",Nguy Hiểm,Nguy
即,kanji,23,"艮,卩","則,速",そく,,,そく,そく,Lập Tức,Tức
却,kanji,42,"去,卩",,きゃく,,,きゃく,きゃく,Ngược,
卵,kanji,27,"卩,丶",,,たまご,,たまご,たまご,Trứng,
卸,kanji,54,"午,止,卩",,,"おろし, おろ",,おろし,"おろし, おろ",Bán Sỉ,Bán Buôn
厄,kanji,33,"厂,卩",危,やく,,,やく,やく,Rắc Rối,Phiền Hà
厚,kanji,51,"厂,日,子",,こう,あつ,,あつ,"あつ, こう",Dày,
原,kanji,14,"厂,白,小","元,言,厳",げん,はら,,げん,"げん, はら",Nguyên,
厳,kanji,55,"𭕄,厂,敢","元,言,原",げん,"きび, おごそ",,げん,"げん, きび, おごそ",Nghiêm,
去,kanji,15,"土,ム",,"きょ, こ",さ,,きょ,"きょ, こ, さ",Quá Khứ,Khứ
参,kanji,30,"ム,大,彡",,さん,まい,,さん,"さん, まい",Tham Gia,Tham
及,kanji,24,"乃,人",,きゅう,およ,,きゅう,"きゅう, およ",Phổ Cập,Cập
友,kanji,15,"ナ,又","右,有",ゆう,とも,,ゆう,"ゆう, とも",Bạn,Hữu
双,kanji,19,又,,そう,ふた,,そう,"そう, ふた",Đôi,Song
反,kanji,8,"厂,又","犯,判,範",はん,,,はん,はん,Trái Với,Phản
収,kanji,27,"丩,又",,しゅう,おさ,,しゅう,"しゅう, おさ",Thu Được,Thu
叔,kanji,50,"上,小,又",,,,お,お,お,Chú,Dì
取,kanji,6,"耳,又",,しゅ,と,,と,"と, しゅ",Lấy,
受,kanji,14,"⺤,冖,又",樹,じゅ,う,,じゅ,"じゅ, う",Nhận,Thụ
口,kanji,1,口,,"こう, く",くち,,こう,"こう, く, くち",Miệng,Khẩu
古,kanji,1,"十,口",,こ,ふる,,こ,"こ, ふる",Cũ,Cổ
句,kanji,13,"勹,口",可,く,,,く,く,Câu,
叩,kanji,5,"口,卩",,,たた,,たた,たた,Vỗ,Đập
叫,kanji,28,"口,丩",,きょう,さけ,,きょう,"きょう, さけ",Hét,
召,kanji,34,"刀,口",,しょう,め,,しょう,"しょう, め",Triệu Tập,
可,kanji,10,"丁,口",句,か,,,か,か,Có Thể,Khả
台,kanji,4,"ム,口",代,"だい, たい",,,だい,"だい, たい",Giá Đỡ,"Đài, Bệ"
叱,kanji,5,"口,七",,,しか,,しか,しか,Mắng,
史,kanji,34,"丈,口",,し,,,し,し,Sử,
右,kanji,4,"ナ,口","石,左,有,友","ゆう, う",みぎ,,ゆう,"ゆう, う, みぎ",Phải,Hữu
叶,kanji,6,"口,十",,,かな,,かな,かな,Ban Ước,Thành Hiện Thực
号,kanji,22,"口,一,勹",,ごう,,,ごう,ごう,Số,Hiệu
司,kanji,19,"𠃌,一,口","四,子,自,死,私,思",し,,,し,し,Quản Lý,Tư
各,kanji,20,"夂,口",,かく,,,かく,かく,Các,
合,kanji,8,"𠆢,一,口",会,"ごう, がっ","あ, あい",,ごう,"ごう, がっ, あ, あい",Phù Hợp,Hợp
吉,kanji,6,"士,口",告,"きつ, きち",よし,,きつ,"きつ, きち, よし",Tốt Lành,Cát
吊,kanji,16,"口,巾",,ちょう,つ,,つ,"つ, ちょう",Treo,
同,kanji,9,"冋,一","童,動",どう,おな,,どう,"どう, おな",Giống,"Đồng, Cùng"
名,kanji,3,"夕,口",,"めい, みょう",な,,めい,"めい, みょう, な",Tên,Danh
吐,kanji,25,"口,土",,と,"は, つ",,は,"は, つ, と",Nôn,Thổ
向,kanji,24,"丶,冋",,こう,む,なた,こう,"こう, む, なた",Hướng,
君,kanji,37,"ヨ,丿,口",,くん,きみ,,くん,"くん, きみ",Cậu,Quân
吟,kanji,43,"口,今",,ぎん,,,ぎん,ぎん,Giám Định,
吠,kanji,5,"口,犬",,,ほ,,ほ,ほ,Sủa,Hú
否,kanji,21,"不,口",,ひ,"いな, いや",,ひ,"ひ, いな, いや",Không,Phủ
含,kanji,41,"今,口",,がん,ふく,,がん,"がん, ふく",Gồm,
吸,kanji,27,"口,及","級,扱,汲",きゅう,す,,きゅう,"きゅう, す",Hút,Hấp
吹,kanji,38,"口,欠",,すい,ふ,,ふ,"ふ, すい",Thổi,
呂,kanji,16,"口,丶","路,炉,賂",ろ,,,ろ,ろ,Bồn Tắm,
呆,kanji,42,"口,木",,ほう,"あき, ほけ, ぼ",,ほう,"ほう, あき, ほけ, ぼ",Cạn Lời,
告,kanji,10,"丿,土,口",吉,こく,つ,,こく,"こく, つ",Báo,Cáo
周,kanji,34,"冂,土,口","週,終,衆",しゅう,まわ,,しゅう,"しゅう, まわ",Xung Quanh,Chu
呪,kanji,43,"口,兄",,じゅ,のろ,,のろ,"のろ, じゅ",Nguyền Rủa,Chú
味,kanji,16,"口,未",,み,あじ,,み,"み, あじ",Vị,
呼,kanji,27,"口,平",,こ,よ,,よ,"よ, こ",Gọi,Hô
命,kanji,19,"𠆢,一,口,卩","令,明,迷","めい, みょう",いのち,,めい,"めい, みょう, いのち",Mạng Sống,"Mệnh, Mạng"
和,kanji,5,"丿,木,口",知,わ,"なご, やわ",より,わ,"わ, なご, やわ, より",Hòa Bình,"Hòa, Kiểu Nhật"
咲,kanji,51,"口,关",,,さ,,さ,さ,Nở,
咳,kanji,21,"口,亥",,,せき,,せき,せき,Ho,Cơn Ho
哀,kanji,30,"亠,口,𧘇",衰,あい,あわ,,あい,"あい, あわ",Đáng Thương,
品,kanji,14,口,,ひん,しな,,ひん,"ひん, しな",Phẩm Chất,"Phẩm, Hàng Hóa"
員,kanji,16,"口,貝",院,いん,,,いん,いん,Thành Viên,Viên
哲,kanji,57,"折,口","徹,鉄",てつ,,,てつ,てつ,Triết Lý,Triết
唇,kanji,58,"辰,口",,しん,くちびる,,くちびる,"くちびる, しん",Môi,
唐,kanji,55,"广,ヨ,口",,とう,から,,とう,"とう, から",Rán,Cay
唯,kanji,62,"口,隹",,ゆい,,,ゆい,ゆい,Duy Nhất,Duy
唱,kanji,61,"口,日",,しょう,とな,,しょう,"しょう, とな",Tụng,Xướng
唾,kanji,60,"口,垂",,"だ, た",つば,,つば,"つば, だ, た",Nước Bọt,
商,kanji,58,"立,冋,儿",,しょう,あきな,,しょう,"しょう, あきな",Buôn Bán,Thương
問,kanji,20,"門,口",文,もん,と,,もん,"もん, と",Hỏi,Vấn
善,kanji,53,"羊,丷,一,口","前,然,禅",ぜん,,,ぜん,ぜん,Thiện,
喉,kanji,35,"口,⺅,ユ,矢",候,こう,のど,,こう,"こう, のど",Họng,
喋,kanji,63,"口,世,木",蝶,,しゃべ,,しゃべ,しゃべ,Nói Chuyện,
喜,kanji,23,"十,豆,口",,き,よろこ,,き,"き, よろこ",Vui Mừng,Hỉ
喧,kanji,63,"口,宣",,けん,やかま,,けん,"けん, やかま",Ồn Ào,
喪,kanji,41,"十,口,衣",葬,そう,も,,そう,"そう, も",Tang,
喫,kanji,33,"口,生,刀,大",契,きつ,の,,きつ,"きつ, の",Ăn Uống,
営,kanji,63,"𭕄,冖,呂",宮,えい,いとな,,えい,"えい, いとな",Điều Hành,Doanh
嘆,kanji,59,"口,𦰩","炭,探",たん,なげ,,たん,"たん, なげ",Than Thở,Thán
嘘,kanji,25,"口,虍,业",,,うそ,,うそ,うそ,Lời Nói Dối,
嘩,kanji,63,"口,華",,か,,,か,か,Cãi Nhau,"Gây Gổ, Đánh Nhau"
噂,kanji,50,"口,丷,酉,寸",,,うわさ,,うわさ,うわさ,Lời Đồn,
噌,kanji,35,"口,八,⺌,日",,そ,,,そ,そ,Miso,So
噛,kanji,69,"口,歯",,,か,,か,か,Cắn,
器,kanji,15,"口,大",気,き,うつわ,,き,"き, うつわ",Dụng Cụ,"Khí, Đồ Đựng"
噴,kanji,69,"口,十,艹,貝",,ふん,,,ふん,ふん,Phun,
囚,kanji,34,"口,人",,しゅう,とら,,しゅう,"しゅう, とら",Tù,
四,kanji,1,"口,儿","匹,子,自,死,私,思,司",し,"よん, よ",,し,"し, よん, よ",Bốn,Tứ
回,kanji,3,口,"会,悔",かい,まわ,,かい,"かい, まわ",Xoay,Hồi
因,kanji,23,"口,大",困,いん,,,いん,いん,Nguyên Nhân,Nhân
団,kanji,12,"口,寸","段,断","だん, とん",,,だん,"だん, とん",Đoàn,
困,kanji,23,"口,木","因,混,婚,魂",こん,こま,,こん,"こん, こま",Khó Khăn,Khốn
囲,kanji,34,"口,井","位,為,偉",い,かこ,,い,"い, かこ",Chu Vi,Vi
図,kanji,16,"口,丶,メ",都,"ず, と",はか,,ず,"ず, と, はか",Biểu Đồ,Đồ
固,kanji,8,"口,古","硬,堅",こ,かた,,こ,"こ, かた",Cứng,Cố
国,kanji,12,"口,玉",黒,こく,くに,,こく,"こく, くに",Nước,Quốc
圏,kanji,63,"口,巻",,けん,,,けん,けん,Vòng,Quyển
園,kanji,23,"口,袁","遠,援",えん,その,,えん,"えん, その",Vườn,Viên
土,kanji,4,土,士,"ど, と",つち,,ど,"ど, と, つち",Đất,Thổ
圧,kanji,25,"厂,土",,あつ,,,あつ,あつ,Áp Lực,Áp
在,kanji,14,"ナ,丨,土","財,罪",ざい,,,ざい,ざい,Tồn Tại,Tại
地,kanji,4,"土,也",池,"ち, じ",,,ち,"ち, じ",Đất,Địa
坂,kanji,20,"土,反",阪,,さか,,さか,さか,Dốc,
均,kanji,11,"土,勹,二",,きん,,,きん,きん,Bình Quân,Quân
坊,kanji,26,"土,方","妨,防,房",ぼう,,,ぼう,ぼう,Sư,
垂,kanji,35,"工,田",乗,すい,た,,すい,"すい, た",Rủ Xuống,
型,kanji,25,"开,刂,土",刑,けい,かた,,けい,"けい, かた",Hình,
垣,kanji,53,"土,一,旦",,,かき,,かき,かき,Hàng Rào,
埃,kanji,55,"土,ム,矢",,,ほこり,,ほこり,ほこり,Bụi,
埋,kanji,55,"土,里",理,まい,"う, うず",,う,"う, うず, まい",Chôn,Mai
城,kanji,29,"土,成",域,じょう,しろ,,しろ,"しろ, じょう",Lâu Đài,Thành
域,kanji,24,"土,戈,口,一",城,いき,,,いき,いき,Khu Vực,Vực
執,kanji,61,"幸,丸","失,質","しゅう, しつ",と,,しゅう,"しゅう, しつ, と",Cố Chấp,Chấp
培,kanji,58,"土,咅","倍,賠",ばい,つちか,,ばい,"ばい, つちか",Trồng Trọt,
基,kanji,37,"其,土","墓,機",き,もと,,き,"き, もと",Dựa Trên,Cơ
堂,kanji,22,"𭕄,冖,口,土","党,道",どう,,,どう,どう,Nhà Chính,Đường
堅,kanji,65,"臣,又,土","硬,固",けん,かた,,かた,"かた, けん",Vững Vàng,Kiên
報,kanji,21,"幸,卩,又",包,ほう,むく,,ほう,"ほう, むく",Báo,
場,kanji,10,"土,日,勿","上,常",じょう,ば,,じょう,"じょう, ば",Địa Điểm,Trường
塀,kanji,67,"土,尸,丷,开",,へい,,,へい,へい,Tường Rào,
塊,kanji,67,"土,鬼",,かい,かたまり,,かたまり,"かたまり, かい",Cục,"Khối, Tảng"
塔,kanji,64,"土,艹,合",搭,とう,,,とう,とう,Tháp,
塗,kanji,66,"氵,余,土",,と,ぬ,,と,"と, ぬ",Bôi,Phết
塞,kanji,66,"宀,𡗗,土",寒,そく,ふさ,,ふさ,"ふさ, そく",Bịt,
塩,kanji,66,"土,𠂉,口,皿",,えん,しお,,しお,"しお, えん",Muối,Mặn
塾,kanji,31,"亠,口,子,丸,土",熟,じゅく,,,じゅく,じゅく,Juku,Lớp Học Thêm
境,kanji,41,"土,立,見","鏡,競",きょう,さかい,,きょう,"きょう, さかい",Ranh Giới,Cảnh
墓,kanji,35,"莫,土","募,暮,基,模",ぼ,はか,,ぼ,"ぼ, はか",Mộ,
増,kanji,44,"土,丷,田,日","僧,層,贈,憎",ぞう,"ふ, ま",,ぞう,"ぞう, ふ, ま",Tăng,
墜,kanji,69,"阝,丷,豕,土",追,つい,,,つい,つい,Rơi,
墨,kanji,68,"黒,土",,,すみ,,すみ,すみ,Mực,
壁,kanji,35,"尸,口,辛,土",璧,へき,かべ,,かべ,"かべ, へき",Tường,
壇,kanji,70,"土,亠,回,旦",,だん,,,だん,だん,Bàn Thờ,Đàn
壊,kanji,27,"土,十,罒,衣",懐,かい,こわ,,かい,"かい, こわ",Phá Hoại,Hoại
士,kanji,4,士,土,し,,,し,し,Sĩ Quan,Sĩ
声,kanji,9,"士,尸,丨",,せい,こえ,,こえ,"こえ, せい",Giọng,Thanh
売,kanji,13,"士,冖,儿",買,ばい,う,,う,"う, ばい",Bán,Mại
変,kanji,25,"亠,儿,ハ,夂","恋,連,練",へん,か,,へん,"へん, か",Lạ,Biến
夏,kanji,18,"丆,目,夂",下,"げ, か",なつ,,なつ,"なつ, げ, か",Hè,Hạ
夕,kanji,3,夕,籍,せき,ゆう,,ゆう,"ゆう, せき",Tối,Tịch
外,kanji,6,"夕,ト","害,概",がい,"そと, はず",,がい,"がい, そと, はず",Ngoài,Ngoại
多,kanji,4,夕,,た,おお,,た,"た, おお",Nhiều,Đa
夜,kanji,15,"亠,⺅,夂,丶",,や,"よ, よる",,や,"や, よ, よる",Đêm,
夢,kanji,23,"艹,罒,冖,夕",,む,ゆめ,,む,"む, ゆめ",Mơ,Mộng
大,kanji,2,大,"太,犬","たい, だい",おお,,たい,"たい, だい, おお",Lớn,"Đại, To"
天,kanji,2,"二,人",夫,てん,あま,,てん,"てん, あま",Thiên Đường,Thiên
太,kanji,3,"大,丶","犬,大",たい,ふと,,たい,"たい, ふと",Béo,Thái
夫,kanji,13,"二,人","天,父,府,富","ふう, ふ, ぶ",おっと,,ふう,"ふう, ふ, ぶ, おっと",Chồng,Phu
央,kanji,8,"口,人",,おう,,,おう,おう,Trung Tâm,
失,kanji,18,"丿,夫","矢,質,執",しつ,うしな,,しつ,"しつ, うしな",Mất,Thất
奇,kanji,31,"大,丁,口","期,記,紀,旗",き,,,き,き,Kỳ Lạ,Kỳ
奈,kanji,60,"大,示",,な,,,な,な,Na,
奏,kanji,52,"𡗗,天",,そう,かな,,そう,"そう, かな",Chơi Nhạc,Tấu
契,kanji,53,"生,刀,大","喫,計",けい,,,けい,けい,Hợp Đồng,Khế
奥,kanji,64,"丶,冂,米,大",,おう,おく,,おく,"おく, おう",Trong Cùng,
奨,kanji,60,"将,大",,しょう,,,しょう,しょう,Khuyến Khích,Học Bổng
